iter	Logloss
189	0.4853656606
190	0.4847274735
191	0.483930437
192	0.4829555248
193	0.4827371797
194	0.4825529426
195	0.4821909226
196	0.4820512932
197	0.4812010318
198	0.4808429893
199	0.4803931681
200	0.4803382382
201	0.4798498054
202	0.4797573418
203	0.479730607
204	0.4790672617
205	0.4784419209
206	0.4782311237
207	0.4777779065
208	0.4774082541
209	0.4773964063
210	0.4772631211
211	0.4764484186
212	0.4758665978
213	0.4757182392
214	0.475390443
215	0.474977142
216	0.4743752343
217	0.4742953702
218	0.4735866499
219	0.4732828603
220	0.4728982747
221	0.4724064546
222	0.4719832487
223	0.4718537738
224	0.4710941487
225	0.4705214475
226	0.470449717
227	0.469632941
228	0.4692665875
229	0.4688872496
230	0.4684476937
231	0.4678217821
232	0.4675024322
233	0.4673410109
234	0.467244016
235	0.4671400301
236	0.4665940218
237	0.4664337057
238	0.4663652282
239	0.4661013794
240	0.4656310758
241	0.4651896195
242	0.4647311987
243	0.4644727332
244	0.463757139
245	0.4636605735
246	0.4634341884
247	0.4628202931
248	0.4627097199
249	0.4624797608
250	0.4619863409
251	0.4616188029
252	0.4610208438
253	0.4608773613
254	0.460592657
255	0.4598623047
256	0.4591391801
257	0.4585311351
258	0.4581354851
259	0.4577139888
260	0.4574063062
261	0.457201739
262	0.457113093
263	0.457031805
264	0.4565378365
265	0.4561716713
266	0.4555371252
267	0.4554380753
268	0.4552293135
269	0.4551033066
270	0.454760449
271	0.4542741275
272	0.453776967
273	0.4537474296
274	0.4534710773
275	0.4529457206
276	0.4523864306
277	0.4520263606
278	0.4517765
279	0.4513577224
280	0.4512791405
281	0.4507339715
282	0.4505958179
283	0.4503549138
284	0.4499131506
285	0.4496079799
286	0.4493727957
287	0.4489746817
288	0.44880052
289	0.448468568
290	0.448417004
291	0.4482078865
292	0.4477059002
293	0.447525429
294	0.4474763382
295	0.447339169
296	0.4473010941
297	0.4471004687
298	0.4467735494
299	0.4462845266
300	0.446023094
301	0.4454830233
302	0.4452580625
303	0.4450175312
304	0.4449853169
305	0.4447212044
306	0.4443833869
307	0.4440658875
308	0.443779638
309	0.4437154862
310	0.4433368294
311	0.4428469176
312	0.4428351133
313	0.4428298765
314	0.4422557814
315	0.4421585889
316	0.4419669527
317	0.4414004656
318	0.441055687
319	0.4409219716
320	0.4405980621
321	0.4403145262
322	0.4400502094
323	0.4399855322
324	0.4396384363
325	0.4390944013
326	0.4385589523
327	0.438501065
328	0.438300848
329	0.4382381673
330	0.4381755093
331	0.4378184612
332	0.4375838212
333	0.4371721813
334	0.4368718361
335	0.4366719058
336	0.4365280395
337	0.4362005408
338	0.4359507202
339	0.4357522635
340	0.4356061092
341	0.4352954542
342	0.4351756816
343	0.4351709024
344	0.4348747173
345	0.4348351341
346	0.4347205357
347	0.4344541802
348	0.4342373742
349	0.433837896
350	0.4337347187
351	0.4333745289
352	0.4330090803
353	0.4327471722
354	0.4325566288
355	0.432262523
356	0.4322465522
357	0.4320022459
358	0.4318888465
359	0.4315735924
360	0.4312884545
361	0.4311393951
362	0.43112324
363	0.431107553
364	0.4308247122
365	0.4306965083
366	0.4306692492
367	0.4306534962
368	0.4305848837
369	0.4305160398
370	0.4304951584
371	0.4303285477
372	0.4300249665
373	0.429804792
374	0.4295649774
375	0.4293695183
376	0.4292767858
377	0.4292116206
378	0.4289440898
379	0.4288963939
380	0.4288045855
381	0.428729698
382	0.4284792742
383	0.4284454877
384	0.4280421254
385	0.428036766
386	0.4280164896
387	0.4278144617
388	0.4276772632
389	0.4275249222
390	0.4274067663
391	0.4272772687
392	0.427139955
393	0.4271075274
394	0.4270653976
395	0.4267309113
396	0.4262965125
397	0.4262639179
398	0.4258326908
399	0.4257895976
400	0.425647495
401	0.4253769906
402	0.4250570274
403	0.4249094103
404	0.4247776473
405	0.4246724037
406	0.4243205978
407	0.4243094307
408	0.4238955714
409	0.4236949746
410	0.4236910695
411	0.4236550107
412	0.4235353378
413	0.4235083311
414	0.4232927679
415	0.4230357654
416	0.4228250342
417	0.4224906846
418	0.4220922994
419	0.4220890082
420	0.422024125
421	0.422011541
422	0.4218826208
423	0.4218792307
424	0.4216831376
425	0.4216711678
426	0.4214415845
427	0.4211223261
428	0.4210852954
429	0.4209585414
430	0.4206666889
431	0.4205386361
432	0.4202514348
433	0.4202502239
434	0.4201385843
435	0.4200800438
436	0.419935552
437	0.419648307
438	0.4194902456
439	0.4193488242
440	0.4189762259
441	0.4188669134
442	0.4187712268
443	0.4184096965
444	0.4181171256
445	0.4178727513
446	0.4176139749
447	0.417585697
448	0.4175273623
449	0.4173124701
450	0.4171780959
451	0.4170550237
452	0.4170248768
453	0.4168074339
454	0.4164560307
455	0.4164059114
456	0.4162580917
457	0.4161852112
458	0.4158730722
459	0.4158405251
460	0.4157347986
461	0.4153894909
462	0.4151642427
463	0.4151373324
464	0.4150290571
465	0.4147262063
466	0.414717907
467	0.4146931548
468	0.4144920121
469	0.4142188736
470	0.4141920034
471	0.4141701619
472	0.4141292537
473	0.4141055147
474	0.4138393501
475	0.4136699789
476	0.4136082485
477	0.4136074006
478	0.4133372723
479	0.4130107774
480	0.4128275135
481	0.4126941099
482	0.412576834
483	0.4123852777
484	0.4123547339
485	0.4122720158
486	0.4122507624
487	0.4122356405
488	0.412127077
489	0.4120335216
490	0.4119799676
491	0.4119326261
492	0.4117731288
493	0.4114566114
494	0.4112227429
495	0.4110205019
496	0.4109083291
497	0.410902005
498	0.4108824067
499	0.4108451589
500	0.4107363088
501	0.4104281577
502	0.4102301647
503	0.4100531714
504	0.4100341896
505	0.4100309754
506	0.4099905201
507	0.4099280148
508	0.4098338189
509	0.4096717479
510	0.409628434
511	0.4096250838
512	0.4095021004
513	0.40948016
514	0.4091852483
515	0.4090082623
516	0.4087884304
517	0.4087816262
518	0.4085933042
519	0.4083329675
520	0.4080776562
521	0.407925745
522	0.4078412471
523	0.4077153356
524	0.4074336749
525	0.4073061491
526	0.4072004283
527	0.4070493036
528	0.4068990709
529	0.4068856608
530	0.4068608309
531	0.4068436362
532	0.4067861013
533	0.4067174498
534	0.4067161728
535	0.4065532291
536	0.4063192637
537	0.4061172006
538	0.4059973359
539	0.4058360813
540	0.4057054176
541	0.4056048358
542	0.4054626698
543	0.4054399779
544	0.405285305
545	0.4052112208
546	0.4051210057
547	0.4050496702
548	0.404982769
549	0.4047501747
550	0.4047236647
551	0.4047096885
552	0.4045095447
553	0.4045077016
554	0.4044717847
555	0.4043928295
556	0.4043243821
557	0.4041444606
558	0.4041254384
559	0.4038829516
560	0.4037214051
561	0.4034648467
562	0.4033837418
563	0.4033063986
564	0.4032812465
565	0.4030275494
566	0.4030271773
567	0.4029298504
568	0.4029084394
569	0.4028251476
570	0.4027422027
571	0.4026269078
572	0.4026146788
573	0.4024235352
574	0.4024112092
575	0.4023794274
576	0.4023778503
577	0.4021900902
578	0.4021702028
579	0.4020535638
580	0.4019914522
581	0.4019908261
582	0.4018529016
583	0.4016692458
584	0.4015933797
585	0.4014623227
586	0.4014426616
587	0.4014231316
588	0.4013376348
589	0.4012091798
590	0.4010152909
591	0.400903938
592	0.4006479272
593	0.4005431799
594	0.4004892256
595	0.4002963162
596	0.4002072868
597	0.4001079496
598	0.4000336488
599	0.3999365129
600	0.3997555932
601	0.3997382793
602	0.3997194477
603	0.399651785
604	0.3995429506
605	0.3995269449
606	0.3994903903
607	0.3994897162
608	0.3994529063
609	0.3994427678
610	0.3994271226
611	0.3992290911
612	0.3992277065
613	0.3992231019
614	0.399129743
615	0.3990449095
616	0.3990396216
617	0.3990389505
618	0.3989794081
619	0.3989301069
620	0.3988819016
621	0.3987981322
622	0.3987376411
623	0.3987064976
624	0.3985860074
625	0.3985421224
626	0.398507158
627	0.3983689873
628	0.3983589147
629	0.3983487738
630	0.3982176963
631	0.3982029543
632	0.3980313958
633	0.397941473
634	0.397931976
635	0.3979321311
636	0.3979161609
637	0.3979015292
638	0.3978383484
639	0.3977517903
640	0.3977519055
641	0.3976662512
642	0.3976653859
643	0.397503799
644	0.3974460231
645	0.3974093879
646	0.397221848
647	0.3971409683
648	0.397130226
649	0.3971303196
650	0.3971183517
651	0.397063474
652	0.396879212
653	0.3968174169
654	0.396807375
655	0.3967725715
656	0.39677242
657	0.3966165106
658	0.3966026649
659	0.3966008519
660	0.3965246082
661	0.3963562451
662	0.3963529318
663	0.3963317225
664	0.39633101
665	0.3962677763
666	0.3961423958
667	0.3961281
668	0.3960973478
669	0.3959999378
670	0.3958779481
671	0.3958779797
672	0.3958623635
673	0.3958612008
674	0.3957203822
675	0.3956321424
676	0.3955620169
677	0.3955083141
678	0.395345379
679	0.3953448383
680	0.3951813582
681	0.3951513265
682	0.3950952941
683	0.3950837932
684	0.3950083866
685	0.3950014561
686	0.3948058824
687	0.3948048517
688	0.3946665582
689	0.3946527667
690	0.3945018191
691	0.3943315217
692	0.3942884329
693	0.3941548879
694	0.3940929561
695	0.3940265319
696	0.3938843141
697	0.3937282948
698	0.3937143279
699	0.3935817634
700	0.3935028508
701	0.3934545778
702	0.3934359166
703	0.3933416905
704	0.3933374019
705	0.3933246757
706	0.3932855683
707	0.3931207867
708	0.3931192434
709	0.3930630809
710	0.3928783443
711	0.3927725084
712	0.3927502423
713	0.3927182911
714	0.392698762
715	0.3926493798
716	0.3925952707
717	0.392549086
718	0.3923978391
719	0.3922098165
720	0.3921635486
721	0.3921633341
722	0.39215916
723	0.3921058873
724	0.3920355135
725	0.3920349663
726	0.3920093038
727	0.3920014109
728	0.3919682122
729	0.39194233
730	0.3917936747
731	0.3917931232
732	0.3917254436
733	0.3916612893
734	0.3916497831
735	0.3915682747
736	0.3915563904
737	0.3914659362
738	0.3913001987
739	0.3912994374
740	0.3911600808
741	0.3910788223
742	0.3910713894
743	0.3910625343
744	0.3910007558
745	0.3909929367
746	0.3909807461
747	0.3909799494
748	0.3908450737
749	0.3907465099
750	0.3906220998
751	0.3906134434
752	0.3905732546
753	0.3904718093
754	0.390379917
755	0.3903548834
756	0.3902981592
757	0.3902370973
758	0.3901424783
759	0.3900143797
760	0.3900145016
761	0.3899496133
762	0.3898626631
763	0.3898619877
764	0.3898582689
765	0.3897802519
766	0.3896483091
767	0.3894953774
768	0.3894383769
769	0.3894278656
770	0.3894192186
771	0.3892946142
772	0.3892721633
773	0.3891485144
774	0.3891394991
775	0.3890363622
776	0.3890283643
777	0.3890159589
778	0.3889612765
779	0.388953822
780	0.3888284869
781	0.3888226029
782	0.3887646652
783	0.3887201256
784	0.3886856835
785	0.3886683536
786	0.3885835594
787	0.3885724714
788	0.3885530756
789	0.388446869
790	0.388275675
791	0.3881851752
792	0.3881274794
793	0.3881030385
794	0.3879484157
795	0.3879293562
796	0.3877823599
797	0.387782413
798	0.3877827285
799	0.3876640812
800	0.3875812789
801	0.3875709825
802	0.3874520708
803	0.3874015097
804	0.3873235633
805	0.3872545484
806	0.3872417943
807	0.3872139702
808	0.3871728672
809	0.3871417116
810	0.387132878
811	0.3869874533
812	0.386883107
813	0.3868355974
814	0.3866930058
815	0.3866620811
816	0.3866514838
817	0.3865829388
818	0.3864842978
819	0.3864838675
820	0.386460947
821	0.3864471609
822	0.3864057157
823	0.3864022327
824	0.3863556349
825	0.3863097599
826	0.3862374085
827	0.3862363113
828	0.3861256354
829	0.3860316343
830	0.386032126
831	0.3858928267
832	0.3858290393
833	0.385818544
834	0.3857623819
835	0.385754557
836	0.3857538816
837	0.3856229265
838	0.3855721836
839	0.3855715599
840	0.3855038086
841	0.3854732539
842	0.3854107833
843	0.385315137
844	0.3852149272
845	0.3851759786
846	0.3851038588
847	0.3850076188
848	0.3849227013
849	0.3847946188
850	0.384788428
851	0.3846969849
852	0.3846816132
853	0.3846176377
854	0.3845405187
855	0.3844796827
856	0.384478097
857	0.3844792384
858	0.3844120698
859	0.3843680381
860	0.384292839
861	0.3842903055
862	0.3841637461
863	0.3840835637
864	0.3840341872
865	0.3840325555
866	0.3839077972
867	0.3838189413
868	0.3837666509
869	0.3836818395
870	0.3836784651
871	0.3835730369
872	0.3835745053
873	0.3835339304
874	0.3835261403
875	0.3834184488
876	0.3834036982
877	0.3833777615
878	0.3833653796
879	0.3833305356
880	0.3833044687
881	0.3832447784
882	0.3831798783
883	0.3831742299
884	0.3831498455
885	0.3831102652
886	0.3830712817
887	0.3830648358
888	0.3830648742
889	0.3830614661
890	0.3830547986
891	0.3830400951
892	0.3829430952
893	0.3829097301
894	0.3828583049
895	0.3828048359
896	0.3827430954
897	0.3827105904
898	0.3826383764
899	0.3826334719
900	0.3825881946
901	0.3825599766
902	0.382545986
903	0.3824563228
904	0.382455103
905	0.3823423702
906	0.3822894434
907	0.3822844199
908	0.3822204842
909	0.3822203906
910	0.3821440518
911	0.3821021867
912	0.3820804884
913	0.382004791
914	0.3819561058
915	0.3819519673
916	0.3819038345
917	0.3819032285
918	0.3818983543
919	0.3818967801
920	0.3817971072
921	0.3817605647
922	0.3816646653
923	0.3816413252
924	0.3815869314
925	0.381577645
926	0.3814907191
927	0.3814767316
928	0.3814403845
929	0.381433006
930	0.3814256426
931	0.3813733208
932	0.3813351446
933	0.3812214223
934	0.3811624884
935	0.3811173707
936	0.3810725649
937	0.3810713754
938	0.3810643696
939	0.3810008077
940	0.3809696066
941	0.3809621338
942	0.3809499566
943	0.3809129618
944	0.3808841272
945	0.3807972436
946	0.3807810602
947	0.3807808121
948	0.3807267983
949	0.3806535054
950	0.3806020694
951	0.3806012223
952	0.3806016184
953	0.3805688942
954	0.3805345552
955	0.3804915479
956	0.3804091531
957	0.3803451909
958	0.3802788983
959	0.3802285606
960	0.3801826059
961	0.3801495023
962	0.380107746
963	0.3800998595
964	0.3800188217
965	0.3799715354
966	0.3799440322
967	0.3798643103
968	0.3797897618
969	0.379722072
970	0.379655579
971	0.3795553183
972	0.3794801523
973	0.3794234494
974	0.3793691345
975	0.3793626964
976	0.3793581889
977	0.379274771
978	0.3792509452
979	0.3792144791
980	0.379203697
981	0.3792010984
982	0.3791488493
983	0.3790539092
984	0.3789871641
985	0.3789419935
986	0.3788464113
987	0.3787979708
988	0.3787785188
989	0.3787214593
990	0.3787210067
991	0.3786852526
992	0.3786735016
993	0.3785937092
994	0.378593615
995	0.3785560592
996	0.3785574657
997	0.3785301395
998	0.3785244828
999	0.3784994663
